date,value,source_title,source_url,source_name,note
2026-07-09,6.35,Investing.com / EBN: KOSPI 12-month forward PER 6.35x,https://kr.investing.com/news/stock-market-news/article-2012684,Investing.com / EBN,Article cites a Bloomberg estimate for KOSPI 12-month forward PER as of 2026-07-09.
