date,name,close,per,pbr,dividendYield
2014-01-28,코스피,1916.93,14.41,1.14,1.2
2014-01-29,코스피,1941.15,14.6,1.15,1.19
2014-02-03,코스피,1919.96,14.44,1.14,1.2
2014-02-04,코스피,1886.85,14.19,1.12,1.22
2014-02-05,코스피,1891.32,14.22,1.12,1.22
2014-02-06,코스피,1907.89,14.35,1.13,1.21
2014-02-07,코스피,1922.5,14.46,1.14,1.2
2014-02-10,코스피,1923.3,14.47,1.14,1.2
2014-02-11,코스피,1932.06,14.53,1.15,1.19
2014-02-12,코스피,1935.84,14.56,1.15,1.19
2014-02-13,코스피,1926.96,14.49,1.14,1.19
2014-02-14,코스피,1940.28,14.63,1.15,1.19
2014-02-17,코스피,1946.36,14.68,1.15,1.18
2014-02-18,코스피,1946.91,14.68,1.15,1.18
2014-02-19,코스피,1942.93,14.65,1.15,1.19
2014-02-20,코스피,1930.57,14.56,1.14,1.19
2014-02-21,코스피,1957.83,14.77,1.16,1.18
2014-02-24,코스피,1949.05,14.7,1.15,1.18
2014-02-25,코스피,1964.86,14.82,1.16,1.17
2014-02-26,코스피,1970.77,14.87,1.17,1.17
2014-02-27,코스피,1978.43,14.93,1.17,1.16
2014-02-28,코스피,1979.99,14.94,1.17,1.16
2014-03-03,코스피,1964.69,14.82,1.16,1.17
2014-03-04,코스피,1954.11,14.74,1.16,1.18
2014-03-05,코스피,1971.24,14.87,1.17,1.17
2014-03-06,코스피,1975.62,14.9,1.17,1.17
2014-03-07,코스피,1974.68,14.9,1.17,1.17
2014-03-10,코스피,1954.42,14.75,1.16,1.18
2014-03-11,코스피,1963.87,14.82,1.16,1.17
2014-03-12,코스피,1932.54,14.58,1.14,1.19
2014-03-13,코스피,1934.38,14.59,1.15,1.19
2014-03-14,코스피,1919.9,14.45,1.14,1.2
2014-03-17,코스피,1927.53,14.51,1.14,1.19
2014-03-18,코스피,1940.21,14.61,1.15,1.19
2014-03-19,코스피,1937.68,14.59,1.15,1.19
2014-03-20,코스피,1919.52,14.45,1.14,1.2
2014-03-21,코스피,1934.94,14.56,1.15,1.19
2014-03-24,코스피,1945.55,14.48,1.16,1.18
2014-03-25,코스피,1941.25,14.44,1.15,1.18
2014-03-26,코스피,1964.31,14.62,1.17,1.17
2014-03-27,코스피,1977.97,14.72,1.18,1.16
2014-03-28,코스피,1981.0,14.74,1.18,1.16
2014-03-31,코스피,1985.61,14.78,1.18,1.16
2014-04-01,코스피,1991.98,14.81,1.18,1.15
2014-04-02,코스피,1997.25,14.85,1.19,1.15
2014-04-03,코스피,1993.7,14.82,1.18,1.15
2014-04-04,코스피,1988.09,14.83,1.18,1.15
2014-04-07,코스피,1989.7,14.84,1.19,1.15
2014-04-08,코스피,1993.03,14.86,1.19,1.15
2014-04-09,코스피,1998.95,14.91,1.19,1.15
2014-04-10,코스피,2008.61,15.02,1.2,1.14
2014-04-11,코스피,1997.44,14.92,1.19,1.15
2014-04-14,코스피,1997.02,14.92,1.19,1.15
2014-04-15,코스피,1992.27,14.88,1.19,1.15
2014-04-16,코스피,1992.21,14.89,1.19,1.15
2014-04-17,코스피,1992.05,14.89,1.19,1.15
2014-04-18,코스피,2004.28,14.98,1.19,1.14
2014-04-21,코스피,1999.22,14.94,1.19,1.15
2014-04-22,코스피,2004.22,14.98,1.19,1.14
2014-04-23,코스피,2000.37,14.95,1.19,1.14
2014-04-24,코스피,1998.34,14.94,1.19,1.15
2014-04-25,코스피,1971.66,14.74,1.17,1.16
2014-04-28,코스피,1969.26,14.72,1.17,1.16
2014-04-29,코스피,1964.77,14.68,1.17,1.17
2014-04-30,코스피,1961.79,15.03,1.11,1.12
2014-05-02,코스피,1959.44,15.02,1.11,1.12
2014-05-07,코스피,1939.88,14.87,1.1,1.13
2014-05-08,코스피,1950.6,14.95,1.1,1.12
2014-05-09,코스피,1956.55,15.2,1.11,1.12
2014-05-12,코스피,1964.94,15.27,1.12,1.11
2014-05-13,코스피,1982.93,15.42,1.13,1.1
2014-05-14,코스피,2010.83,15.64,1.14,1.09
2014-05-15,코스피,2010.2,15.64,1.14,1.09
2014-05-16,코스피,2013.44,15.69,1.14,1.09
2014-05-19,코스피,2015.14,15.7,1.15,1.08
2014-05-20,코스피,2011.26,15.68,1.14,1.09
2014-05-21,코스피,2008.33,15.66,1.14,1.09
2014-05-22,코스피,2015.59,15.71,1.15,1.08
2014-05-23,코스피,2017.17,15.69,1.15,1.08
2014-05-26,코스피,2010.35,15.64,1.15,1.09
2014-05-27,코스피,1997.63,15.54,1.14,1.09
2014-05-28,코스피,2017.06,15.69,1.15,1.08
2014-05-29,코스피,2012.26,15.65,1.15,1.09
2014-05-30,코스피,1994.96,15.51,1.14,1.1
2014-06-02,코스피,2002.0,15.57,1.14,1.09
2014-06-03,코스피,2008.56,15.62,1.15,1.09
2014-06-05,코스피,1995.48,15.52,1.14,1.1
2014-06-09,코스피,1990.04,15.48,1.13,1.1
2014-06-10,코스피,2011.8,15.65,1.15,1.09
2014-06-11,코스피,2014.67,15.67,1.15,1.09
2014-06-12,코스피,2011.65,15.64,1.15,1.09
2014-06-13,코스피,1990.85,15.48,1.14,1.1
2014-06-16,코스피,1993.59,15.51,1.14,1.1
2014-06-17,코스피,2001.55,15.57,1.14,1.09
2014-06-18,코스피,1989.49,15.47,1.13,1.1
2014-06-19,코스피,1992.03,15.5,1.14,1.1
2014-06-20,코스피,1968.07,15.36,1.12,1.11
2014-06-23,코스피,1974.92,15.37,1.13,1.11
2014-06-24,코스피,1994.35,15.52,1.14,1.1
2014-06-25,코스피,1981.77,15.57,1.13,1.1
2014-06-26,코스피,1995.05,15.68,1.14,1.09
2014-06-27,코스피,1988.51,15.63,1.13,1.1
2014-06-30,코스피,2002.21,15.74,1.14,1.09
2014-07-01,코스피,1999.0,15.71,1.14,1.09
2014-07-02,코스피,2015.28,15.85,1.15,1.08
2014-07-03,코스피,2010.97,15.82,1.15,1.09
2014-07-04,코스피,2009.66,15.81,1.15,1.09
2014-07-07,코스피,2005.12,15.77,1.14,1.09
2014-07-08,코스피,2006.66,15.61,1.14,1.09
2014-07-09,코스피,2000.5,15.56,1.13,1.09
2014-07-10,코스피,2002.84,15.58,1.14,1.09
2014-07-11,코스피,1988.74,15.47,1.13,1.1
2014-07-14,코스피,1993.88,15.51,1.13,1.1
2014-07-15,코스피,2012.72,15.7,1.14,1.08
2014-07-16,코스피,2013.48,15.71,1.14,1.08
2014-07-17,코스피,2020.9,15.76,1.15,1.08
2014-07-18,코스피,2019.42,15.75,1.14,1.08
2014-07-21,코스피,2018.5,15.75,1.14,1.08
2014-07-22,코스피,2028.93,15.83,1.15,1.08
2014-07-23,코스피,2028.32,15.82,1.15,1.08
2014-07-24,코스피,2026.62,15.81,1.15,1.08
2014-07-25,코스피,2033.85,15.86,1.15,1.07
2014-07-28,코스피,2048.81,15.98,1.16,1.07
2014-07-29,코스피,2061.97,16.09,1.17,1.06
2014-07-30,코스피,2082.61,16.25,1.18,1.05
2014-07-31,코스피,2076.12,16.2,1.18,1.05
2014-08-01,코스피,2073.1,16.17,1.17,1.05
2014-08-04,코스피,2080.42,16.23,1.18,1.05
2014-08-05,코스피,2066.26,16.12,1.17,1.06
2014-08-06,코스피,2060.73,16.08,1.17,1.06
2014-08-07,코스피,2054.51,16.04,1.17,1.06
2014-08-08,코스피,2031.1,15.86,1.15,1.07
2014-08-11,코스피,2039.37,15.93,1.16,1.07
2014-08-12,코스피,2041.47,15.94,1.16,1.07
2014-08-13,코스피,2062.36,16.1,1.17,1.06
2014-08-14,코스피,2063.22,16.15,1.17,1.06
2014-08-18,코스피,2053.13,16.05,1.16,1.06
2014-08-19,코스피,2071.14,16.19,1.17,1.05
2014-08-20,코스피,2072.78,16.21,1.18,1.05
2014-08-21,코스피,2044.21,15.98,1.16,1.07
2014-08-22,코스피,2056.7,16.08,1.17,1.06
2014-08-25,코스피,2060.89,16.11,1.17,1.06
2014-08-26,코스피,2068.05,16.17,1.17,1.06
2014-08-27,코스피,2074.93,16.22,1.18,1.05
2014-08-28,코스피,2075.76,16.23,1.18,1.05
2014-08-29,코스피,2068.54,16.18,1.17,1.05
2014-09-01,코스피,2067.86,16.17,1.17,1.06
2014-09-02,코스피,2051.58,16.05,1.16,1.06
2014-09-03,코스피,2051.2,16.04,1.16,1.06
2014-09-04,코스피,2056.26,16.08,1.17,1.06
2014-09-05,코스피,2049.41,16.03,1.16,1.06
2014-09-11,코스피,2034.16,15.91,1.15,1.07
2014-09-12,코스피,2041.86,15.97,1.16,1.07
2014-09-15,코스피,2035.82,15.92,1.15,1.07
2014-09-16,코스피,2042.92,15.98,1.16,1.07
2014-09-17,코스피,2062.61,16.13,1.17,1.06
2014-09-18,코스피,2047.74,16.02,1.16,1.07
2014-09-19,코스피,2053.82,16.06,1.17,1.06
2014-09-22,코스피,2039.27,15.95,1.16,1.07
2014-09-23,코스피,2028.91,15.87,1.15,1.08
2014-09-24,코스피,2035.64,15.92,1.15,1.07
2014-09-25,코스피,2034.11,15.91,1.15,1.07
2014-09-26,코스피,2031.64,15.89,1.15,1.07
2014-09-29,코스피,2026.6,15.85,1.15,1.08
2014-09-30,코스피,2020.09,15.8,1.15,1.08
2014-10-01,코스피,1991.54,15.58,1.13,1.1
2014-10-02,코스피,1976.16,15.46,1.12,1.1
2014-10-06,코스피,1968.39,15.39,1.12,1.11
2014-10-07,코스피,1972.91,15.42,1.12,1.11
2014-10-08,코스피,1965.25,15.36,1.11,1.11
2014-10-10,코스피,1940.92,15.17,1.1,1.12
2014-10-13,코스피,1927.21,15.07,1.09,1.13
2014-10-14,코스피,1929.25,15.09,1.09,1.13
2014-10-15,코스피,1925.91,15.06,1.09,1.13
2014-10-16,코스피,1918.83,15.0,1.09,1.14
2014-10-17,코스피,1900.66,14.86,1.08,1.15
2014-10-20,코스피,1930.06,15.09,1.09,1.13
2014-10-21,코스피,1915.28,14.97,1.09,1.14
2014-10-22,코스피,1936.97,15.15,1.1,1.13
2014-10-23,코스피,1931.65,15.11,1.09,1.13
2014-10-24,코스피,1925.69,15.06,1.09,1.15
2014-10-27,코스피,1931.97,15.11,1.1,1.15
2014-10-28,코스피,1925.68,15.06,1.09,1.15
2014-10-29,코스피,1961.17,15.34,1.11,1.13
2014-10-30,코스피,1958.93,15.32,1.11,1.13
2014-10-31,코스피,1964.43,15.37,1.11,1.13
2014-11-03,코스피,1952.97,15.28,1.11,1.13
2014-11-04,코스피,1935.19,15.14,1.1,1.14
2014-11-05,코스피,1931.43,15.11,1.1,1.15
2014-11-06,코스피,1936.48,15.15,1.1,1.14
2014-11-07,코스피,1939.87,15.18,1.1,1.14
2014-11-10,코스피,1958.23,15.33,1.11,1.13
2014-11-11,코스피,1963.0,15.36,1.11,1.13
2014-11-12,코스피,1967.27,15.4,1.12,1.13
2014-11-13,코스피,1960.51,15.35,1.11,1.13
2014-11-14,코스피,1945.14,15.22,1.1,1.12
2014-11-17,코스피,1943.63,15.49,1.12,1.12
2014-11-18,코스피,1967.01,15.68,1.14,1.1
2014-11-19,코스피,1966.87,15.47,1.15,1.12
2014-11-20,코스피,1958.04,15.45,1.13,1.12
2014-11-21,코스피,1964.84,15.51,1.13,1.12
2014-11-24,코스피,1978.54,15.62,1.14,1.11
2014-11-25,코스피,1980.21,15.63,1.14,1.11
2014-11-26,코스피,1980.84,15.64,1.14,1.11
2014-11-27,코스피,1982.09,15.65,1.14,1.11
2014-11-28,코스피,1980.78,15.63,1.14,1.11
2014-12-01,코스피,1965.22,15.51,1.13,1.12
2014-12-02,코스피,1965.83,15.52,1.13,1.12
2014-12-03,코스피,1969.91,15.55,1.13,1.11
2014-12-04,코스피,1986.61,15.68,1.14,1.11
2014-12-05,코스피,1986.62,15.68,1.14,1.1
2014-12-08,코스피,1978.95,15.62,1.14,1.11
2014-12-09,코스피,1970.95,15.56,1.13,1.11
2014-12-10,코스피,1945.56,15.35,1.12,1.13
2014-12-11,코스피,1916.59,15.12,1.1,1.15
2014-12-12,코스피,1921.71,15.17,1.11,1.14
2014-12-15,코스피,1920.36,15.15,1.1,1.14
2014-12-16,코스피,1904.13,15.03,1.09,1.15
2014-12-17,코스피,1900.16,15.0,1.09,1.16
2014-12-18,코스피,1897.5,14.98,1.09,1.14
2014-12-19,코스피,1929.98,15.44,1.12,1.12
2014-12-22,코스피,1943.12,15.54,1.13,1.11
2014-12-23,코스피,1939.02,15.51,1.13,1.12
2014-12-24,코스피,1946.61,15.57,1.13,1.11
2014-12-26,코스피,1948.16,15.58,1.13,1.11
2014-12-29,코스피,1927.86,15.42,1.12,1.12
2014-12-30,코스피,1915.59,15.32,1.11,1.13
2015-01-02,코스피,1926.44,15.35,1.12,1.12
2015-01-05,코스피,1915.75,15.26,1.11,1.13
2015-01-06,코스피,1882.45,15.0,1.09,1.15
2015-01-07,코스피,1883.83,15.05,1.09,1.15
2015-01-08,코스피,1904.65,15.22,1.11,1.14
2015-01-09,코스피,1924.7,15.59,1.12,1.13
2015-01-12,코스피,1920.95,15.56,1.12,1.13
2015-01-13,코스피,1917.14,15.54,1.11,1.13
2015-01-14,코스피,1913.66,15.51,1.11,1.13
2015-01-15,코스피,1914.14,15.52,1.11,1.13
2015-01-16,코스피,1888.13,15.31,1.1,1.14
2015-01-19,코스피,1902.62,15.42,1.1,1.14
2015-01-20,코스피,1918.31,15.56,1.11,1.13
2015-01-21,코스피,1921.23,15.58,1.12,1.12
2015-01-22,코스피,1920.82,15.58,1.12,1.12
2015-01-23,코스피,1936.09,15.71,1.12,1.11
2015-01-26,코스피,1935.68,15.73,1.12,1.12
2015-01-27,코스피,1952.4,15.86,1.13,1.11
2015-01-28,코스피,1961.58,15.94,1.14,1.1
2015-01-29,코스피,1951.02,15.85,1.13,1.11
2015-01-30,코스피,1949.26,15.84,1.13,1.11
2015-02-02,코스피,1952.68,15.87,1.13,1.11
2015-02-03,코스피,1951.96,15.86,1.13,1.11
2015-02-04,코스피,1962.79,15.95,1.14,1.1
2015-02-05,코스피,1952.84,15.88,1.13,1.11
2015-02-06,코스피,1955.52,15.91,1.14,1.11
2015-02-09,코스피,1947.0,15.84,1.13,1.11
2015-02-10,코스피,1935.86,15.75,1.12,1.12
2015-02-11,코스피,1945.7,15.83,1.13,1.11
2015-02-12,코스피,1941.63,15.8,1.13,1.11
2015-02-13,코스피,1957.5,15.92,1.14,1.1
2015-02-16,코스피,1958.23,15.93,1.14,1.1
2015-02-17,코스피,1961.45,15.96,1.14,1.1
2015-02-23,코스피,1968.39,16.84,1.14,1.1
2015-02-24,코스피,1976.12,16.91,1.15,1.09
2015-02-25,코스피,1990.47,17.03,1.16,1.09
2015-02-26,코스피,1993.08,17.05,1.16,1.08
2015-02-27,코스피,1985.8,16.99,1.15,1.09
2015-03-02,코스피,1996.81,17.09,1.16,1.08
2015-03-03,코스피,2001.38,17.12,1.16,1.08
2015-03-04,코스피,1998.29,17.1,1.16,1.08
2015-03-05,코스피,1998.38,17.11,1.16,1.08
2015-03-06,코스피,2012.94,17.24,1.17,1.07
2015-03-09,코스피,1992.82,17.07,1.16,1.08
2015-03-10,코스피,1984.77,17.0,1.15,1.09
2015-03-11,코스피,1980.83,16.96,1.15,1.09
2015-03-12,코스피,1970.59,16.87,1.14,1.1
2015-03-13,코스피,1985.79,17.73,1.15,1.09
