date,name,close,per,pbr,dividendYield
2018-03-26,코스피,2437.08,13.08,1.12,1.34
2018-03-27,코스피,2452.06,13.16,1.13,1.33
2018-03-28,코스피,2419.29,12.98,1.11,1.35
2018-03-29,코스피,2436.37,13.07,1.12,1.34
2018-03-30,코스피,2445.85,13.1,1.12,1.34
2018-04-02,코스피,2444.16,13.09,1.12,1.34
2018-04-03,코스피,2442.43,13.08,1.12,1.34
2018-04-04,코스피,2408.06,12.9,1.11,1.36
2018-04-05,코스피,2437.52,13.06,1.12,1.34
2018-04-06,코스피,2429.58,13.01,1.12,1.35
2018-04-09,코스피,2444.08,13.09,1.12,1.34
2018-04-10,코스피,2450.74,13.13,1.12,1.33
2018-04-11,코스피,2444.22,13.09,1.12,1.34
2018-04-12,코스피,2442.71,13.08,1.12,1.34
2018-04-13,코스피,2455.07,13.17,1.13,1.33
2018-04-16,코스피,2457.49,13.18,1.13,1.33
2018-04-17,코스피,2453.77,13.16,1.13,1.33
2018-04-18,코스피,2479.98,13.31,1.14,1.32
2018-04-19,코스피,2486.1,13.34,1.14,1.31
2018-04-20,코스피,2476.33,13.29,1.14,1.32
2018-04-23,코스피,2474.11,13.27,1.14,1.32
2018-04-24,코스피,2464.14,13.22,1.13,1.33
2018-04-25,코스피,2448.81,13.14,1.13,1.33
2018-04-26,코스피,2475.64,13.28,1.14,1.32
2018-04-27,코스피,2492.4,13.37,1.15,1.31
2018-04-30,코스피,2515.38,13.5,1.16,1.3
2018-05-02,코스피,2505.61,12.0,1.14,1.55
2018-05-03,코스피,2487.25,11.91,1.14,1.56
2018-05-04,코스피,2461.38,11.79,1.12,1.58
2018-05-08,코스피,2449.81,11.73,1.12,1.59
2018-05-09,코스피,2443.98,11.71,1.12,1.59
2018-05-10,코스피,2464.16,11.8,1.13,1.58
2018-05-11,코스피,2477.71,11.87,1.13,1.57
2018-05-14,코스피,2476.11,11.86,1.13,1.57
2018-05-15,코스피,2458.54,11.78,1.12,1.58
2018-05-16,코스피,2459.82,11.78,1.12,1.58
2018-05-17,코스피,2448.45,11.73,1.12,1.59
2018-05-18,코스피,2460.65,11.79,1.12,1.58
2018-05-21,코스피,2465.57,11.81,1.13,1.58
2018-05-23,코스피,2471.91,11.84,1.13,1.57
2018-05-24,코스피,2466.01,11.81,1.13,1.58
2018-05-25,코스피,2460.8,11.79,1.12,1.58
2018-05-28,코스피,2478.96,11.88,1.13,1.57
2018-05-29,코스피,2457.25,11.77,1.12,1.58
2018-05-30,코스피,2409.03,11.54,1.1,1.62
2018-05-31,코스피,2423.01,11.61,1.11,1.61
2018-06-01,코스피,2438.96,11.69,1.11,1.6
2018-06-04,코스피,2447.76,11.73,1.12,1.59
2018-06-05,코스피,2453.76,11.69,1.11,1.59
2018-06-07,코스피,2470.58,11.77,1.11,1.57
2018-06-08,코스피,2451.58,11.68,1.11,1.59
2018-06-11,코스피,2470.15,11.77,1.11,1.57
2018-06-12,코스피,2468.83,11.74,1.11,1.58
2018-06-14,코스피,2423.48,11.51,1.09,1.61
2018-06-15,코스피,2404.04,11.42,1.08,1.62
2018-06-18,코스피,2376.24,11.29,1.07,1.64
2018-06-19,코스피,2340.11,11.12,1.05,1.66
2018-06-20,코스피,2363.91,11.23,1.06,1.65
2018-06-21,코스피,2337.83,11.11,1.05,1.67
2018-06-22,코스피,2357.22,11.2,1.06,1.65
2018-06-25,코스피,2357.88,11.2,1.06,1.65
2018-06-26,코스피,2350.92,11.17,1.06,1.66
2018-06-27,코스피,2342.03,11.13,1.06,1.66
2018-06-28,코스피,2314.24,11.0,1.04,1.68
2018-06-29,코스피,2326.13,11.05,1.05,1.67
2018-07-02,코스피,2271.54,10.79,1.02,1.71
2018-07-03,코스피,2272.76,10.8,1.02,1.71
2018-07-04,코스피,2265.46,10.76,1.02,1.72
2018-07-05,코스피,2257.55,10.73,1.02,1.73
2018-07-06,코스피,2272.87,10.8,1.02,1.71
2018-07-09,코스피,2285.8,10.86,1.03,1.7
2018-07-10,코스피,2294.16,10.9,1.03,1.7
2018-07-11,코스피,2280.62,10.84,1.03,1.71
2018-07-12,코스피,2285.06,10.86,1.03,1.7
2018-07-13,코스피,2310.9,10.98,1.04,1.68
2018-07-16,코스피,2301.99,10.91,1.03,1.7
2018-07-17,코스피,2297.92,10.89,1.03,1.7
2018-07-18,코스피,2290.11,10.86,1.03,1.7
2018-07-19,코스피,2282.29,10.82,1.03,1.71
2018-07-20,코스피,2289.19,10.86,1.03,1.7
2018-07-23,코스피,2269.31,10.77,1.02,1.72
2018-07-24,코스피,2280.2,10.82,1.03,1.71
2018-07-25,코스피,2273.03,10.78,1.02,1.72
2018-07-26,코스피,2289.06,10.86,1.03,1.7
2018-07-27,코스피,2294.99,10.89,1.03,1.7
2018-07-30,코스피,2293.51,10.88,1.03,1.7
2018-07-31,코스피,2295.26,10.89,1.03,1.7
2018-08-01,코스피,2307.07,10.94,1.04,1.69
2018-08-02,코스피,2270.2,10.77,1.02,1.72
2018-08-03,코스피,2287.68,10.85,1.03,1.7
2018-08-06,코스피,2286.5,10.84,1.03,1.71
2018-08-07,코스피,2300.16,10.9,1.03,1.7
2018-08-08,코스피,2301.45,10.91,1.03,1.7
2018-08-09,코스피,2303.71,10.92,1.04,1.69
2018-08-10,코스피,2282.79,10.82,1.03,1.71
2018-08-13,코스피,2248.45,10.66,1.01,1.74
2018-08-14,코스피,2258.91,10.71,1.02,1.73
2018-08-16,코스피,2240.8,10.62,1.01,1.74
2018-08-17,코스피,2247.05,10.65,1.01,1.74
2018-08-20,코스피,2247.88,10.66,1.01,1.74
2018-08-21,코스피,2270.06,10.76,1.02,1.72
2018-08-22,코스피,2273.33,10.78,1.02,1.72
2018-08-23,코스피,2282.6,10.82,1.03,1.71
2018-08-24,코스피,2293.21,10.87,1.03,1.7
2018-08-27,코스피,2299.3,10.9,1.03,1.7
2018-08-28,코스피,2303.12,10.92,1.04,1.69
2018-08-29,코스피,2309.03,10.95,1.04,1.69
2018-08-30,코스피,2307.35,10.94,1.04,1.69
2018-08-31,코스피,2322.88,11.01,1.04,1.68
2018-09-03,코스피,2307.03,10.94,1.04,1.69
2018-09-04,코스피,2315.72,10.98,1.04,1.69
2018-09-05,코스피,2291.77,10.86,1.03,1.7
2018-09-06,코스피,2287.61,10.84,1.03,1.71
2018-09-07,코스피,2281.58,10.82,1.03,1.71
2018-09-10,코스피,2288.66,10.97,1.01,1.7
2018-09-11,코스피,2283.2,10.94,1.0,1.7
2018-09-12,코스피,2282.92,10.94,1.0,1.7
2018-09-13,코스피,2286.23,10.95,1.0,1.7
2018-09-14,코스피,2318.25,11.11,1.02,1.68
2018-09-17,코스피,2303.01,11.03,1.01,1.69
2018-09-18,코스피,2308.98,11.07,1.02,1.68
2018-09-19,코스피,2308.46,11.07,1.02,1.68
2018-09-20,코스피,2323.45,11.14,1.02,1.67
2018-09-21,코스피,2339.17,11.22,1.03,1.66
2018-09-27,코스피,2355.43,11.29,1.04,1.65
2018-09-28,코스피,2343.07,11.24,1.03,1.66
2018-10-01,코스피,2338.88,11.22,1.03,1.66
2018-10-02,코스피,2309.57,11.07,1.02,1.68
2018-10-04,코스피,2274.49,10.91,1.0,1.71
2018-10-05,코스피,2267.52,10.87,1.0,1.71
2018-10-08,코스피,2253.83,10.81,0.99,1.72
2018-10-10,코스피,2228.61,10.69,0.98,1.74
2018-10-11,코스피,2129.67,10.21,0.94,1.82
2018-10-12,코스피,2161.85,10.37,0.95,1.8
2018-10-15,코스피,2145.12,10.29,0.94,1.81
2018-10-16,코스피,2145.12,10.29,0.94,1.81
2018-10-17,코스피,2167.51,10.4,0.95,1.79
2018-10-18,코스피,2148.31,10.3,0.95,1.81
2018-10-19,코스피,2156.26,10.34,0.95,1.8
2018-10-22,코스피,2161.71,10.37,0.95,1.8
2018-10-23,코스피,2106.1,10.1,0.93,1.84
2018-10-24,코스피,2097.58,10.06,0.92,1.85
2018-10-25,코스피,2063.3,9.9,0.91,1.88
2018-10-26,코스피,2027.15,9.73,0.89,1.92
2018-10-29,코스피,1996.05,9.58,0.88,1.95
2018-10-30,코스피,2014.69,9.67,0.89,1.93
2018-10-31,코스피,2029.69,9.74,0.89,1.91
2018-11-01,코스피,2024.46,9.72,0.89,1.92
2018-11-02,코스피,2096.0,10.06,0.92,1.85
2018-11-05,코스피,2076.92,9.97,0.91,1.87
2018-11-06,코스피,2089.62,10.03,0.92,1.86
2018-11-07,코스피,2078.69,9.98,0.92,1.87
2018-11-08,코스피,2092.63,10.05,0.92,1.86
2018-11-09,코스피,2086.09,10.01,0.92,1.86
2018-11-12,코스피,2080.44,9.99,0.92,1.87
2018-11-13,코스피,2071.23,9.94,0.91,1.88
2018-11-14,코스피,2068.05,9.93,0.91,1.88
2018-11-15,코스피,2088.06,10.03,0.92,1.86
2018-11-16,코스피,2092.4,10.05,0.92,1.86
2018-11-19,코스피,2100.56,10.09,0.93,1.85
2018-11-20,코스피,2082.58,10.0,0.92,1.86
2018-11-21,코스피,2076.55,9.97,0.91,1.87
2018-11-22,코스피,2069.95,9.94,0.91,1.88
2018-11-23,코스피,2057.48,9.88,0.91,1.89
2018-11-26,코스피,2083.02,10.0,0.92,1.86
2018-11-27,코스피,2099.42,10.08,0.92,1.85
2018-11-28,코스피,2108.22,10.12,0.93,1.84
2018-11-29,코스피,2114.1,10.15,0.93,1.84
2018-11-30,코스피,2096.86,10.07,0.92,1.85
2018-12-03,코스피,2131.93,10.24,0.94,1.82
2018-12-04,코스피,2114.35,10.16,0.93,1.84
2018-12-05,코스피,2101.31,10.1,0.93,1.85
2018-12-06,코스피,2068.69,9.94,0.91,1.88
2018-12-07,코스피,2075.76,9.89,0.89,1.87
2018-12-10,코스피,2053.79,9.79,0.88,1.89
2018-12-11,코스피,2052.97,9.78,0.88,1.89
2018-12-12,코스피,2082.57,9.78,0.88,1.89
2018-12-13,코스피,2095.55,9.84,0.89,1.88
2018-12-14,코스피,2069.38,9.72,0.88,1.9
2018-12-17,코스피,2071.09,9.73,0.88,1.9
2018-12-18,코스피,2062.11,9.69,0.88,1.91
2018-12-19,코스피,2078.84,9.77,0.88,1.89
2018-12-20,코스피,2060.12,9.68,0.88,1.91
2018-12-21,코스피,2061.49,9.68,0.88,1.91
2018-12-24,코스피,2055.01,9.65,0.87,1.91
2018-12-26,코스피,2028.01,9.53,0.86,1.94
2018-12-27,코스피,2028.44,9.53,0.86,1.94
2018-12-28,코스피,2041.04,9.58,0.87,1.93
2019-01-02,코스피,2010.0,9.44,0.85,1.96
2019-01-03,코스피,1993.7,9.36,0.85,1.97
2019-01-04,코스피,2010.25,9.44,0.85,1.96
2019-01-07,코스피,2037.1,9.57,0.87,1.93
2019-01-08,코스피,2025.27,9.52,0.86,1.94
2019-01-09,코스피,2064.71,9.7,0.88,1.9
2019-01-10,코스피,2063.28,9.7,0.88,1.9
2019-01-11,코스피,2075.57,9.75,0.88,1.89
2019-01-14,코스피,2064.52,9.7,0.88,1.9
2019-01-15,코스피,2097.18,9.85,0.89,1.87
2019-01-16,코스피,2106.1,9.89,0.9,1.87
2019-01-17,코스피,2107.06,9.9,0.9,1.87
2019-01-18,코스피,2124.28,9.98,0.9,1.85
2019-01-21,코스피,2124.61,9.98,0.9,1.85
2019-01-22,코스피,2117.77,9.95,0.9,1.86
2019-01-23,코스피,2127.78,10.0,0.9,1.85
2019-01-24,코스피,2145.03,10.08,0.91,1.83
2019-01-25,코스피,2177.73,10.23,0.93,1.81
2019-01-28,코스피,2177.3,10.23,0.93,1.81
2019-01-29,코스피,2183.36,10.26,0.93,1.8
2019-01-30,코스피,2206.2,10.36,0.94,1.78
2019-01-31,코스피,2204.85,10.36,0.94,1.78
2019-02-01,코스피,2203.46,10.35,0.94,1.78
2019-02-07,코스피,2203.42,10.35,0.94,1.78
2019-02-08,코스피,2177.05,10.23,0.93,1.81
2019-02-11,코스피,2180.73,10.24,0.93,1.8
2019-02-12,코스피,2190.47,10.29,0.93,1.79
2019-02-13,코스피,2201.48,10.41,0.94,1.77
2019-02-14,코스피,2225.85,10.52,0.95,1.75
2019-02-15,코스피,2196.09,10.38,0.94,1.77
2019-02-18,코스피,2210.89,10.45,0.95,1.76
2019-02-19,코스피,2205.63,10.43,0.94,1.77
2019-02-20,코스피,2229.76,10.55,0.96,1.75
2019-02-21,코스피,2228.66,10.54,0.95,1.75
2019-02-22,코스피,2230.5,10.55,0.96,1.75
2019-02-25,코스피,2232.56,10.56,0.96,1.74
2019-02-26,코스피,2226.6,10.53,0.95,1.75
2019-02-27,코스피,2234.79,10.57,0.96,1.74
2019-02-28,코스피,2195.44,10.38,0.94,1.77
2019-03-04,코스피,2190.66,10.36,0.94,1.78
2019-03-05,코스피,2179.23,10.31,0.93,1.79
2019-03-06,코스피,2175.6,10.29,0.93,1.79
2019-03-07,코스피,2165.79,10.25,0.93,1.8
2019-03-08,코스피,2137.44,10.11,0.92,1.82
2019-03-11,코스피,2138.1,10.11,0.92,1.82
2019-03-12,코스피,2157.18,10.21,0.92,1.8
2019-03-13,코스피,2148.41,10.16,0.92,1.81
2019-03-14,코스피,2155.68,10.2,0.92,1.81
2019-03-15,코스피,2176.11,10.3,0.93,1.79
2019-03-18,코스피,2179.49,10.31,0.93,1.79
2019-03-19,코스피,2177.62,10.3,0.93,1.79
2019-03-20,코스피,2177.1,10.3,0.93,1.79
2019-03-21,코스피,2184.88,10.34,0.94,1.78
2019-03-22,코스피,2186.95,10.34,0.94,1.78
2019-03-25,코스피,2144.86,10.15,0.92,1.81
2019-03-26,코스피,2148.8,10.17,0.92,1.81
2019-03-27,코스피,2145.62,10.14,0.92,1.81
2019-03-28,코스피,2128.1,10.06,0.91,1.83
2019-03-29,코스피,2140.67,10.13,0.92,1.81
2019-04-01,코스피,2168.28,10.26,0.93,1.79
2019-04-02,코스피,2177.18,10.3,0.94,1.78
2019-04-03,코스피,2203.27,10.43,0.95,1.76
2019-04-04,코스피,2206.53,10.44,0.95,1.76
2019-04-05,코스피,2209.61,10.46,0.95,1.76
2019-04-08,코스피,2210.6,10.46,0.95,1.76
2019-04-09,코스피,2213.56,10.48,0.95,1.75
2019-04-10,코스피,2224.39,10.53,0.96,1.75
2019-04-11,코스피,2224.44,10.53,0.96,1.75
2019-04-12,코스피,2233.45,10.57,0.96,1.74
2019-04-15,코스피,2242.88,10.61,0.96,1.73
2019-04-16,코스피,2248.63,10.64,0.97,1.73
2019-04-17,코스피,2245.89,10.63,0.97,1.73
2019-04-18,코스피,2213.77,10.48,0.95,1.75
2019-04-19,코스피,2216.15,10.49,0.95,1.75
2019-04-22,코스피,2216.65,10.49,0.95,1.75
2019-04-23,코스피,2220.51,10.51,0.95,1.75
2019-04-24,코스피,2201.03,10.42,0.95,1.76
2019-04-25,코스피,2190.5,10.37,0.94,1.77
2019-04-26,코스피,2179.31,10.31,0.94,1.78
2019-04-29,코스피,2216.43,10.49,0.95,1.75
2019-04-30,코스피,2203.59,10.43,0.95,1.76
2019-05-02,코스피,2212.75,11.47,0.95,2.03
2019-05-03,코스피,2196.32,11.38,0.94,2.05
2019-05-07,코스피,2176.99,11.28,0.93,2.07
2019-05-08,코스피,2168.01,11.24,0.93,2.07
2019-05-09,코스피,2102.01,10.89,0.9,2.14
2019-05-10,코스피,2108.04,10.92,0.9,2.13
2019-05-13,코스피,2079.01,10.77,0.89,2.16
2019-05-14,코스피,2081.84,10.79,0.89,2.16
2019-05-15,코스피,2092.78,10.84,0.89,2.15
2019-05-16,코스피,2067.69,10.71,0.88,2.18
2019-05-17,코스피,2055.8,10.65,0.88,2.19
2019-05-20,코스피,2055.71,10.65,0.88,2.19
2019-05-21,코스피,2061.25,10.68,0.88,2.18
2019-05-22,코스피,2064.86,10.69,0.88,2.18
2019-05-23,코스피,2059.59,10.67,0.88,2.19
2019-05-24,코스피,2045.31,10.59,0.87,2.2
2019-05-27,코스피,2044.21,10.59,0.87,2.2
2019-05-28,코스피,2048.83,10.61,0.87,2.2
2019-05-29,코스피,2023.32,10.49,0.87,2.22
2019-05-30,코스피,2038.8,10.57,0.87,2.2
2019-05-31,코스피,2041.74,10.59,0.87,2.2
2019-06-03,코스피,2067.85,11.95,0.87,2.16
2019-06-04,코스피,2066.97,11.95,0.87,2.16
2019-06-05,코스피,2069.11,11.96,0.87,2.16
2019-06-07,코스피,2072.33,11.98,0.87,2.15
2019-06-10,코스피,2099.49,12.14,0.88,2.12
2019-06-11,코스피,2111.81,12.21,0.89,2.11
2019-06-12,코스피,2108.75,12.19,0.89,2.11
2019-06-13,코스피,2103.15,12.16,0.88,2.12
2019-06-14,코스피,2095.41,12.11,0.88,2.13
2019-06-17,코스피,2090.73,12.09,0.88,2.13
2019-06-18,코스피,2098.71,12.13,0.88,2.12
2019-06-19,코스피,2124.78,12.29,0.89,2.1
2019-06-20,코스피,2131.29,12.32,0.9,2.09
2019-06-21,코스피,2125.62,12.29,0.89,2.1
2019-06-24,코스피,2126.33,12.29,0.89,2.1
2019-06-25,코스피,2121.64,12.27,0.89,2.1
2019-06-26,코스피,2121.85,12.27,0.89,2.1
2019-06-27,코스피,2134.32,12.34,0.9,2.09
2019-06-28,코스피,2130.62,12.32,0.9,2.09
2019-07-01,코스피,2129.74,12.32,0.89,2.09
2019-07-02,코스피,2122.02,12.27,0.89,2.1
2019-07-03,코스피,2096.02,12.12,0.88,2.13
2019-07-04,코스피,2108.73,12.2,0.89,2.11
2019-07-05,코스피,2110.59,12.21,0.89,2.11
2019-07-08,코스피,2064.17,11.94,0.87,2.16
2019-07-09,코스피,2052.03,11.87,0.86,2.17
2019-07-10,코스피,2058.78,11.91,0.86,2.17
2019-07-11,코스피,2080.58,12.03,0.87,2.14
2019-07-12,코스피,2086.66,12.07,0.88,2.14
2019-07-15,코스피,2082.48,12.05,0.88,2.14
2019-07-16,코스피,2091.87,12.1,0.88,2.13
2019-07-17,코스피,2072.92,11.99,0.87,2.15
2019-07-18,코스피,2066.55,11.95,0.87,2.16
2019-07-19,코스피,2094.36,12.11,0.88,2.13
2019-07-22,코스피,2093.34,12.11,0.88,2.13
2019-07-23,코스피,2101.45,12.16,0.88,2.12
2019-07-24,코스피,2082.3,12.04,0.87,2.14
2019-07-25,코스피,2074.48,12.0,0.87,2.15
2019-07-26,코스피,2066.26,11.95,0.87,2.16
2019-07-29,코스피,2029.48,11.74,0.85,2.2
2019-07-30,코스피,2038.68,11.79,0.86,2.19
2019-07-31,코스피,2024.55,11.71,0.85,2.2
2019-08-01,코스피,2017.34,11.67,0.85,2.21
2019-08-02,코스피,1998.13,11.56,0.84,2.23
2019-08-05,코스피,1946.98,11.26,0.82,2.29
2019-08-06,코스피,1917.5,11.09,0.81,2.32
2019-08-07,코스피,1909.71,11.05,0.8,2.33
2019-08-08,코스피,1920.61,11.11,0.81,2.32
2019-08-09,코스피,1937.75,11.21,0.81,2.3
2019-08-12,코스피,1942.29,11.23,0.82,2.29
2019-08-13,코스피,1925.83,11.14,0.81,2.31
2019-08-14,코스피,1938.37,11.21,0.81,2.3
2019-08-16,코스피,1927.17,11.15,0.81,2.31
2019-08-19,코스피,1939.9,11.22,0.82,2.3
2019-08-20,코스피,1960.25,11.34,0.82,2.27
2019-08-21,코스피,1964.65,11.36,0.83,2.27
2019-08-22,코스피,1951.01,11.29,0.82,2.28
2019-08-23,코스피,1948.3,11.27,0.82,2.29
2019-08-26,코스피,1916.31,11.08,0.81,2.33
2019-08-27,코스피,1924.6,11.13,0.81,2.32
2019-08-28,코스피,1941.09,11.23,0.82,2.3
2019-08-29,코스피,1933.41,11.18,0.81,2.31
2019-08-30,코스피,1967.79,11.38,0.83,2.26
2019-09-02,코스피,1969.19,11.39,0.83,2.26
2019-09-03,코스피,1965.69,11.37,0.83,2.27
2019-09-04,코스피,1988.53,13.57,0.82,2.24
2019-09-05,코스피,2004.75,13.68,0.82,2.22
2019-09-06,코스피,2009.13,13.71,0.83,2.22
2019-09-09,코스피,2019.55,13.78,0.83,2.21
2019-09-10,코스피,2032.08,13.86,0.84,2.19
2019-09-11,코스피,2049.2,13.98,0.84,2.17
2019-09-16,코스피,2062.22,14.07,0.85,2.16
2019-09-17,코스피,2062.33,14.08,0.85,2.16
2019-09-18,코스피,2070.73,14.13,0.85,2.15
2019-09-19,코스피,2080.35,14.2,0.86,2.14
2019-09-20,코스피,2091.52,14.28,0.86,2.13
2019-09-23,코스피,2091.7,14.28,0.86,2.13
2019-09-24,코스피,2101.04,14.34,0.86,2.12
2019-09-25,코스피,2073.39,14.16,0.85,2.15
2019-09-26,코스피,2074.52,14.17,0.85,2.15
2019-09-27,코스피,2049.93,14.0,0.84,2.17
2019-09-30,코스피,2063.05,14.09,0.85,2.16
2019-10-01,코스피,2072.42,14.16,0.85,2.15
2019-10-02,코스피,2031.91,13.87,0.84,2.19
2019-10-04,코스피,2020.69,13.8,0.83,2.2
2019-10-07,코스피,2021.73,13.8,0.83,2.2
2019-10-08,코스피,2046.25,13.97,0.84,2.18
2019-10-10,코스피,2028.15,13.85,0.83,2.2
2019-10-11,코스피,2044.61,13.96,0.84,2.18
2019-10-14,코스피,2067.4,14.12,0.85,2.15
2019-10-15,코스피,2068.17,14.12,0.85,2.15
2019-10-16,코스피,2082.83,14.22,0.86,2.14
2019-10-17,코스피,2077.94,14.19,0.86,2.14
2019-10-18,코스피,2060.69,14.07,0.85,2.16
2019-10-21,코스피,2064.84,14.09,0.85,2.16
2019-10-22,코스피,2088.86,14.26,0.86,2.13
2019-10-23,코스피,2080.62,14.2,0.86,2.14
2019-10-24,코스피,2085.66,14.23,0.86,2.13
2019-10-25,코스피,2087.89,14.25,0.86,2.13
2019-10-28,코스피,2093.6,14.29,0.86,2.13
2019-10-29,코스피,2092.69,14.29,0.86,2.13
2019-10-30,코스피,2080.27,14.2,0.86,2.14
2019-10-31,코스피,2083.48,14.23,0.86,2.13
2019-11-01,코스피,2100.2,14.34,0.87,2.12
2019-11-04,코스피,2130.24,14.55,0.88,2.09
2019-11-05,코스피,2142.64,14.64,0.88,2.08
2019-11-06,코스피,2144.15,14.65,0.88,2.07
2019-11-07,코스피,2144.29,14.65,0.88,2.07
2019-11-08,코스피,2137.23,14.6,0.88,2.08
2019-11-11,코스피,2124.09,14.51,0.88,2.09
2019-11-12,코스피,2140.92,14.62,0.88,2.08
2019-11-13,코스피,2122.45,14.5,0.87,2.09
2019-11-14,코스피,2139.23,14.62,0.88,2.08
2019-11-15,코스피,2162.18,14.78,0.89,2.06
2019-11-18,코스피,2160.69,14.77,0.89,2.06
2019-11-19,코스피,2153.24,14.72,0.89,2.06
2019-11-20,코스피,2125.32,14.53,0.88,2.09
2019-11-21,코스피,2096.6,14.33,0.86,2.12
2019-11-22,코스피,2101.96,14.37,0.87,2.11
2019-11-25,코스피,2123.5,14.51,0.88,2.09
2019-11-26,코스피,2121.35,14.5,0.87,2.09
2019-11-27,코스피,2127.85,14.55,0.88,2.09
2019-11-28,코스피,2118.6,14.48,0.87,2.1
2019-11-29,코스피,2087.96,14.27,0.86,2.13
2019-12-02,코스피,2091.92,14.3,0.86,2.12
2019-12-03,코스피,2084.07,17.25,0.84,2.13
2019-12-04,코스피,2068.89,17.12,0.84,2.15
2019-12-05,코스피,2060.74,17.05,0.84,2.16
2019-12-06,코스피,2081.85,17.23,0.84,2.13
2019-12-09,코스피,2088.65,17.28,0.85,2.13
2019-12-10,코스피,2098.0,17.36,0.85,2.12
2019-12-11,코스피,2105.62,17.43,0.85,2.11
2019-12-12,코스피,2137.35,17.69,0.87,2.08
2019-12-13,코스피,2170.25,17.97,0.88,2.05
2019-12-16,코스피,2168.15,17.95,0.88,2.05
2019-12-17,코스피,2195.68,18.18,0.89,2.02
2019-12-18,코스피,2194.76,18.18,0.89,2.02
2019-12-19,코스피,2196.56,18.19,0.89,2.02
2019-12-20,코스피,2204.18,18.25,0.89,2.01
2019-12-23,코스피,2203.71,18.25,0.89,2.01
2019-12-24,코스피,2190.08,18.14,0.89,2.03
2019-12-26,코스피,2197.93,18.2,0.89,2.02
2019-12-27,코스피,2204.21,18.25,0.89,2.01
2019-12-30,코스피,2197.67,18.2,0.89,2.02
2020-01-02,코스피,2175.17,18.01,0.88,2.04
2020-01-03,코스피,2176.46,18.02,0.88,2.04
2020-01-06,코스피,2155.07,17.84,0.87,2.06
2020-01-07,코스피,2175.54,18.01,0.88,2.04
2020-01-08,코스피,2151.31,17.81,0.87,2.06
2020-01-09,코스피,2186.45,18.11,0.89,2.03
2020-01-10,코스피,2206.39,18.27,0.89,2.01
2020-01-13,코스피,2229.26,18.46,0.9,1.99
2020-01-14,코스피,2238.88,18.54,0.91,1.98
2020-01-15,코스피,2230.98,18.48,0.91,1.99
2020-01-16,코스피,2248.05,18.62,0.91,1.97
2020-01-17,코스피,2250.57,18.64,0.91,1.97
2020-01-20,코스피,2262.64,18.75,0.92,1.96
2020-01-21,코스피,2239.69,18.55,0.91,1.98
2020-01-22,코스피,2267.25,18.78,0.92,1.96
2020-01-23,코스피,2246.13,18.61,0.91,1.98
2020-01-28,코스피,2176.72,18.03,0.88,2.04
2020-01-29,코스피,2185.28,18.1,0.89,2.03
2020-01-30,코스피,2148.0,17.79,0.87,2.07
2020-01-31,코스피,2119.01,17.56,0.86,2.09
2020-02-03,코스피,2118.88,17.56,0.86,2.09
2020-02-04,코스피,2157.9,17.88,0.88,2.06
2020-02-05,코스피,2165.63,17.94,0.88,2.05
2020-02-06,코스피,2227.94,18.46,0.9,1.99
2020-02-07,코스피,2211.95,18.33,0.9,2.01
2020-02-10,코스피,2201.07,18.24,0.89,2.02
2020-02-11,코스피,2223.12,18.42,0.9,2.0
2020-02-12,코스피,2238.38,18.55,0.91,1.98
2020-02-13,코스피,2232.96,18.51,0.91,1.99
2020-02-14,코스피,2243.59,18.63,0.91,1.97
2020-02-17,코스피,2242.17,18.62,0.91,1.97
2020-02-18,코스피,2208.88,18.34,0.9,2.0
2020-02-19,코스피,2210.34,18.35,0.9,2.0
2020-02-20,코스피,2195.5,18.23,0.89,2.01
2020-02-21,코스피,2162.84,17.96,0.88,2.04
2020-02-24,코스피,2079.04,17.26,0.84,2.12
2020-02-25,코스피,2103.61,17.46,0.85,2.1
2020-02-26,코스피,2076.77,17.24,0.84,2.12
2020-02-27,코스피,2054.89,17.06,0.83,2.15
2020-02-28,코스피,1987.01,16.5,0.81,2.22
2020-03-02,코스피,2002.51,16.62,0.81,2.2
2020-03-03,코스피,2014.15,16.72,0.82,2.19
2020-03-04,코스피,2059.33,17.09,0.84,2.14
2020-03-05,코스피,2085.26,17.31,0.85,2.12
2020-03-06,코스피,2040.22,16.93,0.83,2.16
2020-03-09,코스피,1954.77,16.22,0.79,2.26
2020-03-10,코스피,1962.93,16.29,0.8,2.25
2020-03-11,코스피,1908.27,15.84,0.77,2.31
2020-03-12,코스피,1834.33,15.22,0.74,2.41
2020-03-13,코스피,1771.44,14.7,0.72,2.49
2020-03-16,코스피,1714.86,14.23,0.7,2.57
2020-03-17,코스피,1672.44,13.88,0.68,2.64
2020-03-18,코스피,1591.2,13.2,0.65,2.77
2020-03-19,코스피,1457.64,12.09,0.59,3.03
2020-03-20,코스피,1566.15,13.19,0.64,2.82
2020-03-23,코스피,1482.46,12.48,0.6,2.97
2020-03-24,코스피,1609.97,13.47,0.65,2.74
2020-03-25,코스피,1704.76,14.26,0.69,2.59
2020-03-26,코스피,1686.24,14.1,0.68,2.62
2020-03-27,코스피,1717.73,14.37,0.7,2.57
2020-03-30,코스피,1717.12,14.36,0.7,2.57
2020-03-31,코스피,1754.64,14.66,0.71,2.51
2020-04-01,코스피,1685.46,14.08,0.68,2.62
2020-04-02,코스피,1724.86,14.41,0.7,2.56
2020-04-03,코스피,1725.44,14.41,0.7,2.56
